[PC: c000] OPCODE 4c | A: 0 X: 0 Y: 0 P:24 SP:fd |jmp c5f5
[PC: f805] OPCODE 24 | A: 0 X: 0 Y:5e P:24 SP:f9 |bit ff
[PC: f807] OPCODE a9 | A: 0 X: 0 Y:5e P:e6 SP:f9 |lda 5f
[PC: f809] OPCODE 60 | A:5f X: 0 Y:5e P:64 SP:f9 |rts d07c
[PC: d07c] OPCODE 41 | A:5f X: 0 Y:5e P:64 SP:fb |eor 0 5f
[PC: d07e] OPCODE 20 | A:5f X: 0 Y:5e P:64 SP:fb |jsr f80a
[PC: f80a] OPCODE b0 | A:5f X: 0 Y:5e P:64 SP:f9 |bcs 9
[PC: f80c] OPCODE 10 | A:5f X: 0 Y:5e P:64 SP:f9 |bpl 7
[PC: f815] OPCODE 84 | A:5f X: 0 Y:5e P:64 SP:f9 |sty 0 5e
[PC: f817] OPCODE 60 | A:5f X: 0 Y:5e P:64 SP:f9 |rts d081
[PC: d081] OPCODE c8 | A:5f X: 0 Y:5e P:64 SP:fb |iny 94
[PC: d082] OPCODE a9 | A:5f X: 0 Y:5f P:64 SP:fb |lda 70
[PC: d084] OPCODE 8d | A:70 X: 0 Y:5f P:64 SP:fb |sta 300 70
[PC: d087] OPCODE 20 | A:70 X: 0 Y:5f P:64 SP:fb |jsr f818
[PC: f818] OPCODE 38 | A:70 X: 0 Y:5f P:64 SP:f9 |sec
[PC: f819] OPCODE b8 | A:70 X: 0 Y:5f P:65 SP:f9 |clv
[PC: f81a] OPCODE a9 | A:70 X: 0 Y:5f P:25 SP:f9 |lda 70
[PC: f81c] OPCODE 60 | A:70 X: 0 Y:5f P:25 SP:f9 |rts d08a
[PC: d08a] OPCODE 41 | A:70 X: 0 Y:5f P:25 SP:fb |eor 0 70
[PC: d08c] OPCODE 20 | A:70 X: 0 Y:5f P:25 SP:fb |jsr f81d
[PC: f81d] OPCODE d0 | A:70 X: 0 Y:5f P:25 SP:f9 |bne 7
[PC: f826] OPCODE 84 | A:70 X: 0 Y:5f P:25 SP:f9 |sty 0 5f
[PC: f828] OPCODE 60 | A:70 X: 0 Y:5f P:25 SP:f9 |rts d08f
[PC: d08f] OPCODE c8 | A:70 X: 0 Y:5f P:25 SP:fb |iny 95
[PC: d090] OPCODE a9 | A:70 X: 0 Y:60 P:25 SP:fb |lda 69
[PC: d092] OPCODE 8d | A:69 X: 0 Y:60 P:25 SP:fb |sta 200 69
[PC: d095] OPCODE 20 | A:69 X: 0 Y:60 P:25 SP:fb |jsr f829
[PC: f829] OPCODE 18 | A:69 X: 0 Y:60 P:25 SP:f9 |clc
[PC: f82a] OPCODE 24 | A:69 X: 0 Y:60 P:24 SP:f9 |bit ff
[PC: f82c] OPCODE a9 | A:69 X: 0 Y:60 P:e4 SP:f9 |lda 0
[PC: f82e] OPCODE 60 | A: 0 X: 0 Y:60 P:66 SP:f9 |rts d098
[PC: d098] OPCODE 61 | A: 0 X: 0 Y:60 P:66 SP:fb |adc 0 0
[PC: d09a] OPCODE 20 | A: 0 X: 0 Y:60 P:26 SP:fb |jsr f82f
[PC: f82f] OPCODE 30 | A: 0 X: 0 Y:60 P:26 SP:f9 |bmi 9
[PC: f831] OPCODE b0 | A: 0 X: 0 Y:60 P:26 SP:f9 |bcs 7
[PC: f833] OPCODE c9 | A: 0 X: 0 Y:60 P:26 SP:f9 |cmp 0, 69
[PC: f835] OPCODE d0 | A: 0 X: 0 Y:60 P:a4 SP:f9 |bne 3
[PC: f83a] OPCODE 84 | A: 0 X: 0 Y:60 P:a4 SP:f9 |sty 0 60
[PC: f83c] OPCODE 60 | A: 0 X: 0 Y:60 P:a4 SP:f9 |rts d09d
[PC: d09d] OPCODE c8 | A: 0 X: 0 Y:60 P:a4 SP:fb |iny 96
[PC: d09e] OPCODE 20 | A: 0 X: 0 Y:61 P:24 SP:fb |jsr f83d
[PC: f83d] OPCODE 38 | A: 0 X: 0 Y:61 P:24 SP:f9 |sec
[PC: f83e] OPCODE 24 | A: 0 X: 0 Y:61 P:25 SP:f9 |bit ff
[PC: f840] OPCODE a9 | A: 0 X: 0 Y:61 P:e7 SP:f9 |lda 0
[PC: f842] OPCODE 60 | A: 0 X: 0 Y:61 P:67 SP:f9 |rts d0a1
[PC: d0a1] OPCODE 61 | A: 0 X: 0 Y:61 P:67 SP:fb |adc 0 1
[PC: d0a3] OPCODE 20 | A: 1 X: 0 Y:61 P:24 SP:fb |jsr f843
[PC: f843] OPCODE 30 | A: 1 X: 0 Y:61 P:24 SP:f9 |bmi 9
[PC: f845] OPCODE b0 | A: 1 X: 0 Y:61 P:24 SP:f9 |bcs 7
[PC: f847] OPCODE c9 | A: 1 X: 0 Y:61 P:24 SP:f9 |cmp 1, 6a
[PC: f849] OPCODE d0 | A: 1 X: 0 Y:61 P:a4 SP:f9 |bne 3
[PC: f84e] OPCODE 84 | A: 1 X: 0 Y:61 P:a4 SP:f9 |sty 0 61
[PC: f850] OPCODE 60 | A: 1 X: 0 Y:61 P:a4 SP:f9 |rts d0a6
[PC: d0a6] OPCODE c8 | A: 1 X: 0 Y:61 P:a4 SP:fb |iny 97
[PC: d0a7] OPCODE a9 | A: 1 X: 0 Y:62 P:24 SP:fb |lda 7f
[PC: d0a9] OPCODE 8d | A:7f X: 0 Y:62 P:24 SP:fb |sta 200 7f
[PC: d0ac] OPCODE 20 | A:7f X: 0 Y:62 P:24 SP:fb |jsr f851
[PC: f851] OPCODE 38 | A:7f X: 0 Y:62 P:24 SP:f9 |sec
[PC: f852] OPCODE b8 | A:7f X: 0 Y:62 P:25 SP:f9 |clv
[PC: f853] OPCODE a9 | A:7f X: 0 Y:62 P:25 SP:f9 |lda 7f
[PC: f855] OPCODE 60 | A:7f X: 0 Y:62 P:25 SP:f9 |rts d0af
[PC: d0af] OPCODE 61 | A:7f X: 0 Y:62 P:25 SP:fb |adc 0 80
[PC: d0b1] OPCODE 20 | A:80 X: 0 Y:62 P:e4 SP:fb |jsr f856
[PC: f856] OPCODE 10 | A:80 X: 0 Y:62 P:e4 SP:f9 |bpl 9
[PC: f858] OPCODE b0 | A:80 X: 0 Y:62 P:e4 SP:f9 |bcs 7
[PC: f85a] OPCODE c9 | A:80 X: 0 Y:62 P:e4 SP:f9 |cmp 80, ff
[PC: f85c] OPCODE d0 | A:80 X: 0 Y:62 P:e4 SP:f9 |bne 3
[PC: f861] OPCODE 84 | A:80 X: 0 Y:62 P:e4 SP:f9 |sty 0 62
[PC: f863] OPCODE 60 | A:80 X: 0 Y:62 P:e4 SP:f9 |rts d0b4
[PC: d0b4] OPCODE c8 | A:80 X: 0 Y:62 P:e4 SP:fb |iny 98
[PC: d0b5] OPCODE a9 | A:80 X: 0 Y:63 P:64 SP:fb |lda 80
[PC: d0b7] OPCODE 8d | A:80 X: 0 Y:63 P:e4 SP:fb |sta 200 80
[PC: d0ba] OPCODE 20 | A:80 X: 0 Y:63 P:e4 SP:fb |jsr f864
[PC: f864] OPCODE 18 | A:80 X: 0 Y:63 P:e4 SP:f9 |clc
[PC: f865] OPCODE 24 | A:80 X: 0 Y:63 P:e4 SP:f9 |bit ff
[PC: f867] OPCODE a9 | A:80 X: 0 Y:63 P:e4 SP:f9 |lda 7f
[PC: f869] OPCODE 60 | A:7f X: 0 Y:63 P:64 SP:f9 |rts d0bd
[PC: d0bd] OPCODE 61 | A:7f X: 0 Y:63 P:64 SP:fb |adc 0 7f
[PC: d0bf] OPCODE 20 | A:7f X: 0 Y:63 P:24 SP:fb |jsr f86a
[PC: f86a] OPCODE 10 | A:7f X: 0 Y:63 P:24 SP:f9 |bpl 9
[PC: f875] OPCODE 84 | A:7f X: 0 Y:63 P:24 SP:f9 |sty 0 63
[PC: f877] OPCODE 60 | A:7f X: 0 Y:63 P:24 SP:f9 |rts d0c2
[PC: d0c2] OPCODE c8 | A:7f X: 0 Y:63 P:24 SP:fb |iny 99
[PC: d0c3] OPCODE 20 | A:7f X: 0 Y:64 P:24 SP:fb |jsr f878
[PC: f878] OPCODE 38 | A:7f X: 0 Y:64 P:24 SP:f9 |sec
[PC: f879] OPCODE b8 | A:7f X: 0 Y:64 P:25 SP:f9 |clv
[PC: f87a] OPCODE a9 | A:7f X: 0 Y:64 P:25 SP:f9 |lda 7f
[PC: f87c] OPCODE 60 | A:7f X: 0 Y:64 P:25 SP:f9 |rts d0c6
[PC: d0c6] OPCODE 61 | A:7f X: 0 Y:64 P:25 SP:fb |adc 0 80
[PC: d0c8] OPCODE 20 | A:80 X: 0 Y:64 P:e4 SP:fb |jsr f87d
[PC: f87d] OPCODE d0 | A:80 X: 0 Y:64 P:e4 SP:f9 |bne 7
[PC: f886] OPCODE 84 | A:80 X: 0 Y:64 P:e4 SP:f9 |sty 0 64
[PC: f888] OPCODE 60 | A:80 X: 0 Y:64 P:e4 SP:f9 |rts d0cb
[PC: d0cb] OPCODE c8 | A:80 X: 0 Y:64 P:e4 SP:fb |iny 100
[PC: d0cc] OPCODE a9 | A:80 X: 0 Y:65 P:64 SP:fb |lda 40
[PC: d0ce] OPCODE 8d | A:40 X: 0 Y:65 P:64 SP:fb |sta 200 40
[PC: d0d1] OPCODE 20 | A:40 X: 0 Y:65 P:64 SP:fb |jsr f889
[PC: f889] OPCODE 24 | A:40 X: 0 Y:65 P:64 SP:f9 |bit ff
[PC: f88b] OPCODE a9 | A:40 X: 0 Y:65 P:e4 SP:f9 |lda 40
[PC: f88d] OPCODE 60 | A:40 X: 0 Y:65 P:64 SP:f9 |rts d0d4
[PC: d0d4] OPCODE c1 | A:40 X: 0 Y:65 P:64 SP:fb |cmp 40, 0
[PC: d0d6] OPCODE 20 | A:40 X: 0 Y:65 P:65 SP:fb |jsr f88e
[PC: f88e] OPCODE 30 | A:40 X: 0 Y:65 P:65 SP:f9 |bmi 7
[PC: f890] OPCODE 90 | A:40 X: 0 Y:65 P:65 SP:f9 |bcc 5
[PC: f892] OPCODE d0 | A:40 X: 0 Y:65 P:65 SP:f9 |bne 3
[PC: f897] OPCODE 84 | A:40 X: 0 Y:65 P:65 SP:f9 |sty 0 65
[PC: f899] OPCODE 60 | A:40 X: 0 Y:65 P:65 SP:f9 |rts d0d9
[PC: d0d9] OPCODE c8 | A:40 X: 0 Y:65 P:65 SP:fb |iny 101
[PC: d0da] OPCODE 48 | A:40 X: 0 Y:66 P:65 SP:fb |pha 40
[PC: d0db] OPCODE a9 | A:40 X: 0 Y:66 P:65 SP:fa |lda 3f
[PC: d0dd] OPCODE 8d | A:3f X: 0 Y:66 P:65 SP:fa |sta 200 3f
[PC: d0e0] OPCODE 68 | A:3f X: 0 Y:66 P:65 SP:fa |pla 40
[PC: d0e1] OPCODE 20 | A:40 X: 0 Y:66 P:65 SP:fb |jsr f89a
[PC: f89a] OPCODE b8 | A:40 X: 0 Y:66 P:65 SP:f9 |clv
[PC: f89b] OPCODE 60 | A:40 X: 0 Y:66 P:25 SP:f9 |rts d0e4
[PC: d0e4] OPCODE c1 | A:40 X: 0 Y:66 P:25 SP:fb |cmp 40, 0
[PC: d0e6] OPCODE 20 | A:40 X: 0 Y:66 P:25 SP:fb |jsr f89c
[PC: f89c] OPCODE f0 | A:40 X: 0 Y:66 P:25 SP:f9 |beq 7 Zero flag[false]
[PC: f89e] OPCODE 30 | A:40 X: 0 Y:66 P:25 SP:f9 |bmi 5
[PC: f8a0] OPCODE 90 | A:40 X: 0 Y:66 P:25 SP:f9 |bcc 3
[PC: f8a2] OPCODE 70 | A:40 X: 0 Y:66 P:25 SP:f9 |bvs 1
[PC: f8a4] OPCODE 60 | A:40 X: 0 Y:66 P:25 SP:f9 |rts d0e9
[PC: d0e9] OPCODE c8 | A:40 X: 0 Y:66 P:25 SP:fb |iny 102
[PC: d0ea] OPCODE 48 | A:40 X: 0 Y:67 P:25 SP:fb |pha 40
[PC: d0eb] OPCODE a9 | A:40 X: 0 Y:67 P:25 SP:fa |lda 41
[PC: d0ed] OPCODE 8d | A:41 X: 0 Y:67 P:25 SP:fa |sta 200 41
[PC: d0f0] OPCODE 68 | A:41 X: 0 Y:67 P:25 SP:fa |pla 40
[PC: d0f1] OPCODE c1 | A:40 X: 0 Y:67 P:25 SP:fb |cmp 40, 0
[PC: d0f3] OPCODE 20 | A:40 X: 0 Y:67 P:25 SP:fb |jsr f8a8
[PC: f8a8] OPCODE f0 | A:40 X: 0 Y:67 P:25 SP:f9 |beq 5 Zero flag[false]
[PC: f8aa] OPCODE 10 | A:40 X: 0 Y:67 P:25 SP:f9 |bpl 3
[PC: f8af] OPCODE 84 | A:40 X: 0 Y:67 P:25 SP:f9 |sty 0 67
[PC: f8b1] OPCODE 60 | A:40 X: 0 Y:67 P:25 SP:f9 |rts d0f6
[PC: d0f6] OPCODE c8 | A:40 X: 0 Y:67 P:25 SP:fb |iny 103
[PC: d0f7] OPCODE 48 | A:40 X: 0 Y:68 P:25 SP:fb |pha 40
[PC: d0f8] OPCODE a9 | A:40 X: 0 Y:68 P:25 SP:fa |lda 0
[PC: d0fa] OPCODE 8d | A: 0 X: 0 Y:68 P:27 SP:fa |sta 200 0
[PC: d0fd] OPCODE 68 | A: 0 X: 0 Y:68 P:27 SP:fa |pla 40
[PC: d0fe] OPCODE 20 | A:40 X: 0 Y:68 P:25 SP:fb |jsr f8b2
[PC: f8b2] OPCODE a9 | A:40 X: 0 Y:68 P:25 SP:f9 |lda 80
[PC: f8b4] OPCODE 60 | A:80 X: 0 Y:68 P:a5 SP:f9 |rts d101
[PC: d101] OPCODE c1 | A:80 X: 0 Y:68 P:a5 SP:fb |cmp 80, 0
[PC: d103] OPCODE 20 | A:80 X: 0 Y:68 P:a5 SP:fb |jsr f8b5
[PC: f8b5] OPCODE f0 | A:80 X: 0 Y:68 P:a5 SP:f9 |beq 5 Zero flag[false]
[PC: f8b7] OPCODE 10 | A:80 X: 0 Y:68 P:a5 SP:f9 |bpl 3
[PC: f8b9] OPCODE 90 | A:80 X: 0 Y:68 P:a5 SP:f9 |bcc 1
[PC: f8bb] OPCODE 60 | A:80 X: 0 Y:68 P:a5 SP:f9 |rts d106
[PC: d106] OPCODE c8 | A:80 X: 0 Y:68 P:a5 SP:fb |iny 104
[PC: d107] OPCODE 48 | A:80 X: 0 Y:69 P:25 SP:fb |pha 80
[PC: d108] OPCODE a9 | A:80 X: 0 Y:69 P:25 SP:fa |lda 80
[PC: d10a] OPCODE 8d | A:80 X: 0 Y:69 P:a5 SP:fa |sta 200 80
[PC: d10d] OPCODE 68 | A:80 X: 0 Y:69 P:a5 SP:fa |pla 80
[PC: d10e] OPCODE c1 | A:80 X: 0 Y:69 P:a5 SP:fb |cmp 80, 0
[PC: d110] OPCODE 20 | A:80 X: 0 Y:69 P:a5 SP:fb |jsr f8bf
[PC: f8bf] OPCODE d0 | A:80 X: 0 Y:69 P:a5 SP:f9 |bne 5
[PC: f8c6] OPCODE 84 | A:80 X: 0 Y:69 P:a5 SP:f9 |sty 0 69
[PC: f8c8] OPCODE 60 | A:80 X: 0 Y:69 P:a5 SP:f9 |rts d113
[PC: d113] OPCODE c8 | A:80 X: 0 Y:69 P:a5 SP:fb |iny 105
[PC: d114] OPCODE 48 | A:80 X: 0 Y:6a P:25 SP:fb |pha 80
[PC: d115] OPCODE a9 | A:80 X: 0 Y:6a P:25 SP:fa |lda 81
[PC: d117] OPCODE 8d | A:81 X: 0 Y:6a P:a5 SP:fa |sta 200 81
[PC: d11a] OPCODE 68 | A:81 X: 0 Y:6a P:a5 SP:fa |pla 80
[PC: d11b] OPCODE c1 | A:80 X: 0 Y:6a P:a5 SP:fb |cmp 80, 0
[PC: d11d] OPCODE 20 | A:80 X: 0 Y:6a P:a5 SP:fb |jsr f8c9
[PC: f8c9] OPCODE b0 | A:80 X: 0 Y:6a P:a5 SP:f9 |bcs 5
[PC: f8d0] OPCODE 84 | A:80 X: 0 Y:6a P:a5 SP:f9 |sty 0 6a
[PC: f8d2] OPCODE 60 | A:80 X: 0 Y:6a P:a5 SP:f9 |rts d120
[PC: d120] OPCODE c8 | A:80 X: 0 Y:6a P:a5 SP:fb |iny 106
[PC: d121] OPCODE 48 | A:80 X: 0 Y:6b P:25 SP:fb |pha 80
[PC: d122] OPCODE a9 | A:80 X: 0 Y:6b P:25 SP:fa |lda 7f
[PC: d124] OPCODE 8d | A:7f X: 0 Y:6b P:25 SP:fa |sta 200 7f
[PC: d127] OPCODE 68 | A:7f X: 0 Y:6b P:25 SP:fa |pla 80
[PC: d128] OPCODE c1 | A:80 X: 0 Y:6b P:a5 SP:fb |cmp 80, 0
[PC: d12a] OPCODE 20 | A:80 X: 0 Y:6b P:a5 SP:fb |jsr f8d3
[PC: f8d3] OPCODE 90 | A:80 X: 0 Y:6b P:a5 SP:f9 |bcc 5
[PC: f8d5] OPCODE f0 | A:80 X: 0 Y:6b P:a5 SP:f9 |beq 3 Zero flag[false]
[PC: f8d7] OPCODE 30 | A:80 X: 0 Y:6b P:a5 SP:f9 |bmi 1
[PC: f8da] OPCODE 84 | A:80 X: 0 Y:6b P:a5 SP:f9 |sty 0 6b
[PC: f8dc] OPCODE 60 | A:80 X: 0 Y:6b P:a5 SP:f9 |rts d12d
[PC: d12d] OPCODE c8 | A:80 X: 0 Y:6b P:a5 SP:fb |iny 107
[PC: d12e] OPCODE a9 | A:80 X: 0 Y:6c P:25 SP:fb |lda 40
[PC: d130] OPCODE 8d | A:40 X: 0 Y:6c P:25 SP:fb |sta 200 40
[PC: d133] OPCODE 20 | A:40 X: 0 Y:6c P:25 SP:fb |jsr f931
[PC: f931] OPCODE 24 | A:40 X: 0 Y:6c P:25 SP:f9 |bit ff
[PC: f933] OPCODE a9 | A:40 X: 0 Y:6c P:e5 SP:f9 |lda 40
[PC: f935] OPCODE 38 | A:40 X: 0 Y:6c P:65 SP:f9 |sec
[PC: f936] OPCODE 60 | A:40 X: 0 Y:6c P:65 SP:f9 |rts d136
[PC: d136] OPCODE e1 | A:40 X: 0 Y:6c P:65 SP:fb |sbc 0 40
[PC: d138] OPCODE 20 | A:40 X: 0 Y:6c P:25 SP:fb |jsr f937
[PC: f937] OPCODE 30 | A:40 X: 0 Y:6c P:25 SP:f9 |bmi 11
[PC: f939] OPCODE 90 | A:40 X: 0 Y:6c P:25 SP:f9 |bcc 9
[PC: f93b] OPCODE d0 | A:40 X: 0 Y:6c P:25 SP:f9 |bne 7
[PC: f944] OPCODE 84 | A:40 X: 0 Y:6c P:25 SP:f9 |sty 0 6c
[PC: f946] OPCODE 60 | A:40 X: 0 Y:6c P:25 SP:f9 |rts d13b
[PC: d13b] OPCODE c8 | A:40 X: 0 Y:6c P:25 SP:fb |iny 108
[PC: d13c] OPCODE a9 | A:40 X: 0 Y:6d P:25 SP:fb |lda 3f
[PC: d13e] OPCODE 8d | A:3f X: 0 Y:6d P:25 SP:fb |sta 200 3f
[PC: d141] OPCODE 20 | A:3f X: 0 Y:6d P:25 SP:fb |jsr f947
[PC: f947] OPCODE b8 | A:3f X: 0 Y:6d P:25 SP:f9 |clv
[PC: f948] OPCODE 38 | A:3f X: 0 Y:6d P:25 SP:f9 |sec
[PC: f949] OPCODE a9 | A:3f X: 0 Y:6d P:25 SP:f9 |lda 40
[PC: f94b] OPCODE 60 | A:40 X: 0 Y:6d P:25 SP:f9 |rts d144
[PC: d144] OPCODE e1 | A:40 X: 0 Y:6d P:25 SP:fb |sbc 0 40
[PC: d146] OPCODE 20 | A:40 X: 0 Y:6d P:25 SP:fb |jsr f94c
[PC: f94c] OPCODE f0 | A:40 X: 0 Y:6d P:25 SP:f9 |beq 11 Zero flag[false]
[PC: f94e] OPCODE 30 | A:40 X: 0 Y:6d P:25 SP:f9 |bmi 9
[PC: f950] OPCODE 90 | A:40 X: 0 Y:6d P:25 SP:f9 |bcc 7
[PC: f952] OPCODE 70 | A:40 X: 0 Y:6d P:25 SP:f9 |bvs 5
[PC: f954] OPCODE c9 | A:40 X: 0 Y:6d P:25 SP:f9 |cmp 40, 1
[PC: f956] OPCODE d0 | A:40 X: 0 Y:6d P:25 SP:f9 |bne 1
[PC: f959] OPCODE 84 | A:40 X: 0 Y:6d P:25 SP:f9 |sty 0 6d
[PC: f95b] OPCODE 60 | A:40 X: 0 Y:6d P:25 SP:f9 |rts d149
[PC: d149] OPCODE c8 | A:40 X: 0 Y:6d P:25 SP:fb |iny 109
[PC: d14a] OPCODE a9 | A:40 X: 0 Y:6e P:25 SP:fb |lda 41
[PC: d14c] OPCODE 8d | A:41 X: 0 Y:6e P:25 SP:fb |sta 200 41
[PC: d14f] OPCODE 20 | A:41 X: 0 Y:6e P:25 SP:fb |jsr f95c
[PC: f95c] OPCODE a9 | A:41 X: 0 Y:6e P:25 SP:f9 |lda 40
[PC: f95e] OPCODE 38 | A:40 X: 0 Y:6e P:25 SP:f9 |sec
[PC: f95f] OPCODE 24 | A:40 X: 0 Y:6e P:25 SP:f9 |bit ff
[PC: f961] OPCODE 60 | A:40 X: 0 Y:6e P:e5 SP:f9 |rts d152
[PC: d152] OPCODE e1 | A:40 X: 0 Y:6e P:e5 SP:fb |sbc 0 40
[PC: d154] OPCODE 20 | A:40 X: 0 Y:6e P:25 SP:fb |jsr f962
[PC: f962] OPCODE b0 | A:40 X: 0 Y:6e P:25 SP:f9 |bcs 11
[PC: f96f] OPCODE 84 | A:40 X: 0 Y:6e P:25 SP:f9 |sty 0 6e
[PC: f971] OPCODE 60 | A:40 X: 0 Y:6e P:25 SP:f9 |rts d157
[PC: d157] OPCODE c8 | A:40 X: 0 Y:6e P:25 SP:fb |iny 110
[PC: d158] OPCODE a9 | A:40 X: 0 Y:6f P:25 SP:fb |lda 0
[PC: d15a] OPCODE 8d | A: 0 X: 0 Y:6f P:27 SP:fb |sta 200 0
[PC: d15d] OPCODE 20 | A: 0 X: 0 Y:6f P:27 SP:fb |jsr f972
[PC: f972] OPCODE 18 | A: 0 X: 0 Y:6f P:27 SP:f9 |clc
[PC: f973] OPCODE a9 | A: 0 X: 0 Y:6f P:26 SP:f9 |lda 80
[PC: f975] OPCODE 60 | A:80 X: 0 Y:6f P:a4 SP:f9 |rts d160
[PC: d160] OPCODE e1 | A:80 X: 0 Y:6f P:a4 SP:fb |sbc 0 7f
[PC: d162] OPCODE 20 | A:7f X: 0 Y:6f P:65 SP:fb |jsr f976
[PC: f976] OPCODE 90 | A:7f X: 0 Y:6f P:65 SP:f9 |bcc 5
[PC: f978] OPCODE c9 | A:7f X: 0 Y:6f P:65 SP:f9 |cmp 7f, 7f
[PC: f97a] OPCODE d0 | A:7f X: 0 Y:6f P:67 SP:f9 |bne 1
[PC: f97c] OPCODE 60 | A:7f X: 0 Y:6f P:67 SP:f9 |rts d165
[PC: d165] OPCODE c8 | A:7f X: 0 Y:6f P:67 SP:fb |iny 111
[PC: d166] OPCODE a9 | A:7f X: 0 Y:70 P:65 SP:fb |lda 7f
[PC: d168] OPCODE 8d | A:7f X: 0 Y:70 P:65 SP:fb |sta 200 7f
[PC: d16b] OPCODE 20 | A:7f X: 0 Y:70 P:65 SP:fb |jsr f980
[PC: f980] OPCODE 38 | A:7f X: 0 Y:70 P:65 SP:f9 |sec
[PC: f981] OPCODE a9 | A:7f X: 0 Y:70 P:65 SP:f9 |lda 81
[PC: f983] OPCODE 60 | A:81 X: 0 Y:70 P:e5 SP:f9 |rts d16e
[PC: d16e] OPCODE e1 | A:81 X: 0 Y:70 P:e5 SP:fb |sbc 0 81
[PC: d170] OPCODE 20 | A:81 X: 0 Y:70 P:a5 SP:fb |jsr f984
[PC: f984] OPCODE 50 | A:81 X: 0 Y:70 P:a5 SP:f9 |bvc 7
[PC: f98d] OPCODE 84 | A:81 X: 0 Y:70 P:a5 SP:f9 |sty 0 70
[PC: f98f] OPCODE 60 | A:81 X: 0 Y:70 P:a5 SP:f9 |rts d173
[PC: d173] OPCODE 60 | A:81 X: 0 Y:70 P:a5 SP:fb |rts c612
[PC: c612] OPCODE 20 | A:81 X: 0 Y:70 P:a5 SP:fd |jsr d174
[PC: d174] OPCODE a9 | A:81 X: 0 Y:70 P:a5 SP:fb |lda 55
[PC: d176] OPCODE 85 | A:55 X: 0 Y:70 P:25 SP:fb |sta 78 55
[PC: d178] OPCODE a9 | A:55 X: 0 Y:70 P:25 SP:fb |lda ff
[PC: d17a] OPCODE 85 | A:ff X: 0 Y:70 P:a5 SP:fb |sta 1 ff
[PC: d17c] OPCODE 24 | A:ff X: 0 Y:70 P:a5 SP:fb |bit ff
[PC: d17e] OPCODE a0 | A:ff X: 0 Y:70 P:e5 SP:fb |ldy 11
[PC: d180] OPCODE a2 | A:ff X: 0 Y:11 P:65 SP:fb |ldx 23
[PC: d182] OPCODE a9 | A:ff X:23 Y:11 P:65 SP:fb |lda 0
[PC: d184] OPCODE a5 | A: 0 X:23 Y:11 P:67 SP:fb |lda 55
[PC: d186] OPCODE f0 | A:55 X:23 Y:11 P:65 SP:fb |beq 16 Zero flag[false]
[PC: d188] OPCODE 30 | A:55 X:23 Y:11 P:65 SP:fb |bmi 14
[PC: d18a] OPCODE c9 | A:55 X:23 Y:11 P:65 SP:fb |cmp 55, 55
[PC: d18c] OPCODE d0 | A:55 X:23 Y:11 P:67 SP:fb |bne 10
[PC: d18e] OPCODE c0 | A:55 X:23 Y:11 P:67 SP:fb |cpy 11, 11
[PC: d190] OPCODE d0 | A:55 X:23 Y:11 P:67 SP:fb |bne 6
[PC: d192] OPCODE e0 | A:55 X:23 Y:11 P:67 SP:fb |cpx 23, 23
[PC: d194] OPCODE 50 | A:55 X:23 Y:11 P:67 SP:fb |bvc 2
[PC: d196] OPCODE f0 | A:55 X:23 Y:11 P:67 SP:fb |beq 4 Zero flag[true]
[PC: d19c] OPCODE a9 | A:55 X:23 Y:11 P:67 SP:fb |lda 46
[PC: d19e] OPCODE 24 | A:46 X:23 Y:11 P:65 SP:fb |bit ff
[PC: d1a0] OPCODE 85 | A:46 X:23 Y:11 P:e5 SP:fb |sta 78 46
[PC: d1a2] OPCODE f0 | A:46 X:23 Y:11 P:e5 SP:fb |beq 10 Zero flag[false]
[PC: d1a4] OPCODE 10 | A:46 X:23 Y:11 P:e5 SP:fb |bpl 8
[PC: d1a6] OPCODE 50 | A:46 X:23 Y:11 P:e5 SP:fb |bvc 6
[PC: d1a8] OPCODE a5 | A:46 X:23 Y:11 P:e5 SP:fb |lda 46
[PC: d1aa] OPCODE c9 | A:46 X:23 Y:11 P:65 SP:fb |cmp 46, 46
[PC: d1ac] OPCODE f0 | A:46 X:23 Y:11 P:67 SP:fb |beq 4 Zero flag[true]
[PC: d1b2] OPCODE a9 | A:46 X:23 Y:11 P:67 SP:fb |lda 55
[PC: d1b4] OPCODE 85 | A:55 X:23 Y:11 P:65 SP:fb |sta 78 55
[PC: d1b6] OPCODE 24 | A:55 X:23 Y:11 P:65 SP:fb |bit ff
[PC: d1b8] OPCODE a9 | A:55 X:23 Y:11 P:e5 SP:fb |lda 11
[PC: d1ba] OPCODE a2 | A:11 X:23 Y:11 P:65 SP:fb |ldx 23
[PC: d1bc] OPCODE a0 | A:11 X:23 Y:11 P:65 SP:fb |ldy 0
[PC: d1be] OPCODE a4 | A:11 X:23 Y: 0 P:67 SP:fb |ldy 55
[PC: d1c0] OPCODE f0 | A:11 X:23 Y:55 P:65 SP:fb |beq 16 Zero flag[false]
[PC: d1c2] OPCODE 30 | A:11 X:23 Y:55 P:65 SP:fb |bmi 14
[PC: d1c4] OPCODE c0 | A:11 X:23 Y:55 P:65 SP:fb |cpy 55, 55
[PC: d1c6] OPCODE d0 | A:11 X:23 Y:55 P:67 SP:fb |bne 10
[PC: d1c8] OPCODE c9 | A:11 X:23 Y:55 P:67 SP:fb |cmp 11, 11
[PC: d1ca] OPCODE d0 | A:11 X:23 Y:55 P:67 SP:fb |bne 6
